code;name;baseidd;region;idd;time_start;time_end;opening_date;zone;s_stat;phone;phoneext;email;addr
102;м-н Сергиев Посад Вознесенская;;Центральный регион;00005550002267619;10:00;22:00;2007-11-20 00:00:00.000;NULL;Закрыт;8(496)552-18-77;;rozn720@gloria-jeans.ru;г.Сергиев Посад, ул. Вознесенская 32А
104;м-н Кемерово АЛПИ;;Сибирь;00005550002267621;10:00;21:00;2007-11-25 00:00:00.000;UTC +07:00;Закрыт;8(3842)49-66-12;;rozn723@gloria-jeans.ru;г. Кемерово, Октябрьский пр-т, 34, ТЦ АЛЛИ(Лапландия)
97;м-н Харьков ТЦ Куб;0000724;Украина;00005550002268460;10:00;20:00;2007-10-28 00:00:00.000;UTC +03:00;Закрыт;8(1038)80506301477;;rozn724@gloria-jeans.ru;г.Харьков, ул.Петровская, 37
91;м-н Липецк ТЦ Москва;0000727;Центральный регион;00005550002272003;09:00;21:00;2007-10-11 00:00:00.000;UTC +03:00;Закрыт;8(4742)36-59-46;1347;rozn727@gloria-jeans.ru;г.Липецк, ул. Титова, 10
100;м-н Кострома ТЦ Коллаж;;Центральный регион;00005550002272004;10:00;22:00;2007-11-11 00:00:00.000;NULL;Закрыт;8(4942)49-61-71;;rozn726@gloria-jeans.ru;п.Караваево, Красносельское шоссе, д.1
94;м-н Севастополь ТЦ Посейдон;0000698;Украина;00005550002278336;10:00;21:00;2007-10-21 00:00:00.000;UTC +03:00;Закрыт;+380-69-242-23-11;1266;rozn98@gloria-jeans.ru;г.Севастополь, пр.Жовтневой революции, 24
101;м-н Новосибирск Ватутина;0000728;Сибирь;00005550002281079;10:00;22:00;2007-11-20 00:00:00.000;UTC +07:00;Закрыт;+7-383-303-45-63;1413;rozn728@gloria-jeans.ru;г.Новосибирск, Кировский р-н, ул.Ватутина 107
113;м-н Ижевск Петровский;0000731;Поволжье;00005550002293690;10:00;22:00;2007-12-24 00:00:00.000;NULL;Закрыт;8(3412)933-341;;rozn731@gloria-jeans.ru;г. Ижевск, ул. Петрова,27а ТЦ Петровский
131;м-н Ульяновск Версаль;;Поволжье;00005550002293692;09:30;21:30;2008-04-17 00:00:00.000;NULL;Закрыт;8(8422)67-75-81;;rozn730@gloria-jeans.ru;г.Ульяновск, ул. К.Маркса,д.4-А/1 ТЦ Версаль
103;м-н Ростов Мега;0000729;Южный регион;00005550002293693;10:00;22:00;2007-11-22 00:00:00.000;UTC +03:00;Закрыт;+7-863-280-10-35;1238;rozn729@gloria-jeans.ru;Ростовская обл., г. Аксай, Аксайский пр. 23
11;м-н Липецк;0000621;Центральный регион;00000140000131598;09:00;19:00;2003-01-12 00:00:00.000;UTC +03:00;Закрыт;8(4742)22-28-31;;rozn21@gloria-jeans.ru;г.Липецк, ул.Советская 71
8;м-н Миллерово;0000622;Южный регион;00000140000122884;09:00;19:00;2002-07-29 00:00:00.000;UTC +03:00;Закрыт;8-903-485-11-17;;rozn22@gloria-jeans.ru;г.Миллерово, пер.Коммунальный 6
13;м-н Новошахтинск;0000650;Южный регион;00000010001182435;09:00;17:00;2003-07-06 00:00:00.000;UTC +03:00;Закрыт;8(86369)2-31-78;1419;rozn50@gloria-jeans.ru;г.Новошахтинск, ул. Харьковская 74
5;м-н Ростов Северный;0000604;Южный регион;00000010000983976;09:00;21:00;2002-04-10 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1970;rozn4@gloria-jeans.ru;г.Ростов-на-Дону, ул.Волкова 6
0;м-н Ростов Северный (экс.);;Южный регион;00000010001181626;09:00;21:00;1980-01-01 00:00:00.000;UTC +03:00;Закрыт;(8632) 33-47-43;;;г.Ростов-на-Дону, ул.Волкова 6
6;м-н Ростов Сельмаш ДК;0000605;Южный регион;00000010000989355;10:00;21:00;2002-07-07 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1241;rozn5@gloria-jeans.ru;г.Ростов-на-Дону, пр.Сельмаш 20/51
12;м-н Ростов Ягодка;0000610;Южный регион;00000010001154005;10:00;21:00;2003-04-27 00:00:00.000;UTC +03:00;Закрыт;8(863)242-99-96;1244;rozn10@gloria-jeans.ru;г.Ростов-на-Дону, пр.Буденновский 90/133
9;м-н Шахты Шевченко;0000611;Южный регион;00000010000987556;08:00;19:00;2002-05-01 00:00:00.000;UTC +03:00;Закрыт;+7-8636-22-71-34;1438;rozn11@gloria-jeans.ru;г.Шахты, ул.Шевченко 125
55;м-н Екатеринбург ТЦ Карнавал;;Урал;00005550000204001;10:00;22:00;2006-12-16 00:00:00.000;NULL;Закрыт;8(343)310-36-80;;rozn66@gloria-jeans.ru;г. Екатеринбург, ул.Халтурина д.55, ТЦ Карнавал
59;м-н Нижний Новгород Коминтерна;;Центральный регион;00005550000206899;09:00;21:00;2006-12-28 00:00:00.000;NULL;Закрыт;+7-831-273-13-44;;rozn67@gloria-jeans.ru;г.Нижний Новгород, ул. Коминтерна 174
56;м-н Ярославль Альтаир;;Центральный регион;00005550000206901;10:00;21:00;2006-12-21 00:00:00.000;NULL;Закрыт;8(4852)58-25-37;;rozn68@gloria-jeans.ru;г.Ярославль, Ленинградская улица, д. 123
61;м-н С.-Петербург Июнь;;Северо-Западный регион;00005550000239212;10:00;22:00;2007-01-31 00:00:00.000;NULL;Закрыт;8(812)635-65-16;;rozn70@gloria-jeans.ru;г.Санкт-Петербург, Индустриальный пр. 24 лит.А
46;м-н Белгород Народный;0000660;Центральный регион;00005550000132707;09:00;21:00;2006-10-02 00:00:00.000;UTC +03:00;Закрыт;+7-4722-35-60-25;1036;rozn60@gloria-jeans.ru;г.Белгород, пр.Народный бульвар 79
47;м-н Екатеринбург Отрадная;0000661;Урал;00005550000133384;10:00;22:00;2006-10-07 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1076;rozn61@gloria-jeans.ru;г. Екатеринбург, ул. Металлургов 87
49;м-н Нижний Новгород Мега;0000662;Центральный регион;00005550000140420;10:00;22:00;2006-10-19 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1393;rozn62@gloria-jeans.ru;Кстовский р-н, д.Федяково
52;м-н С.-Петербург Дыбенко;0000663;Северо-Западный регион;00005550000172349;10:00;22:00;2006-11-16 00:00:00.000;UTC +03:00;Закрыт;8(812)448-34-91;;rozn63@gloria-jeans.ru;Ленинградская обл., Всеволжский р-н, Мурманское шоссе 12
54;м-н Курск Маяк;0000665;Центральный регион;00005550000186809;09:00;19:00;2006-12-06 00:00:00.000;UTC +03:00;Закрыт;8(4712)50-02-83;;rozn65@gloria-jeans.ru;г. Курск, ул. Карла Маркса д.8
57;м-н С.-Петербург Парнас;0000664;Северо-Западный регион;00005550000186810;10:00;22:00;2006-12-22 00:00:00.000;UTC +03:00;Закрыт;8(812)448-35-76;1251;rozn64@gloria-jeans.ru;г.Санкт-Петербург, Выборгский р-н, пр. Энгельса,ТЦ Мега
58;м-н Волжский Ленина;0000658;Южный регион;00005550000191237;10:00;21:00;2006-12-26 00:00:00.000;UTC +03:00;Закрыт;+7-927-533-29-48;1057;rozn58@gloria-jeans.ru;г.Волжский, пр. Ленина 97
2;м-н Азов;0000612;Южный регион;00000010000858387;;;2002-02-14 00:00:00.000;UTC +03:00;Закрыт;8-928-125-18-62;;;г.Азов, пл.3 Интернационала 7
1;м-н Аксай;0000613;Южный регион;00000010000981763;;;2002-03-25 00:00:00.000;UTC +03:00;Закрыт;(8250) 5-47-90;;;г.Аксай, пр.Ленина 14
00000;м-н Армавир;;Южный регион;00000010000996025;;;2002-08-30 00:00:00.000;UTC +03:00;Закрыт;8-928-260-36-18;;;г. Армавир, ул.Кирова 29
19;м-н Батайск Энгельса;0000630;Южный регион;00000010001317834;09:00;20:00;2004-03-27 00:00:00.000;UTC +03:00;Закрыт;8(903)485-44-55;1035;rozn30@gloria-jeans.ru;г.Батайск, ул.Кирова 7/3
00000;м-н Белая Калитва;;Южный регион;00000140000124034;;;2002-08-26 00:00:00.000;UTC +03:00;Закрыт; (86313) 3-18-41;;;г.Белая Калитва, ул.Вокзальная 375
10;м-н Волгодонск (экс.);;Южный регион;00000010000991286;09:00;20:00;2002-07-08 00:00:00.000;UTC +03:00;Закрыт;8-903-485-11-18;;;г.Волгодонск, ул.Строителей 21
33;м-н Волгоград Ленина;0000641;Южный регион;00005550001584390;10:00;21:00;2005-10-14 00:00:00.000;UTC +03:00;Закрыт;+7-8442-38-17-84;1051;rozn41@gloria-jeans.ru;г. Волгоград, пр. В.И. Ленина, 10
36;м-н Казань Тандем экс.;;Поволжье;00005550001625909;10:00;22:00;2005-12-10 00:00:00.000;NULL;Закрыт;8(843)518-85-80;;rozn45@gloria-jeans.ru;г. Казань, пр. Ибрагимова, 56
34;м-н Казань Мега;;Поволжье;00005550001631540;10:00;22:00;2005-11-18 00:00:00.000;NULL;Закрыт;+7-843-533-05-56;;rozn44@gloria-jeans.ru;г. Казань,  Пр. Победы, 141
38;м-н Таганрог Центральный;0000648;Южный регион;00005550001638059;10:00;21:00;2005-12-25 00:00:00.000;UTC +03:00;Закрыт;8(8634)61-04-59;1281;rozn48@gloria-jeans.ru;г. Таганрог, ул.Петровская, 67
37;м-н Волгоград Жукова;0000647;Южный регион;00005550001638060;;;2005-12-13 00:00:00.000;UTC +03:00;Закрыт;8(8442)35-51-31;;;г. Волгоград, пр. Жукова, 169
40;м-н Москва Балашиха;;Центральный регион;00005550001685058;10:00;22:00;2006-03-07 00:00:00.000;NULL;Закрыт;8(495)525-41-49;;rozn709@gloria-jeans.ru;г.Балашиха, ул.Победы  2
39;м-н Москва Раменское;;Центральный регион;00005550001708720;10:00;21:00;2006-01-28 00:00:00.000;NULL;Закрыт;+7-925-808-01-05;;rozn708@gloria-jeans.ru;г. Раменское, пл. Привокзальная, 4Б, ТЦ Солнечный рай
24;м-н Москва Солнцево;;Центральный регион;00005550001317611;10:00;22:00;2004-12-18 00:00:00.000;NULL;Закрыт;+7-495-980-20-56;;rozn705@gloria-jeans.ru;г.Москва, Боровское шоссе, вл.6
23;м-н Москва Мега;;Центральный регион;00005550001322087;10:00;22:00;2004-12-15 00:00:00.000;NULL;Закрыт;8(495)739-67-86;;rozn704@gloria-jeans.ru;г.Москва, г.Химки, Микрорайон «ИКЕА» корп.№2
42;м-н Мытищи ТЦ Красный Кит;;Центральный регион;00005550001782315;10:00;22:00;2006-04-05 00:00:00.000;NULL;Закрыт;8(495)225-21-26;;rozn710@gloria-jeans.ru;г.Мытищи, Шараповский проезд вл.18
25;м-н Краснодар Гоголя;0000634;Южный регион;00005550001343700;09:00;20:00;2005-02-02 00:00:00.000;UTC +03:00;Закрыт;+7-8612-62-01-28;1326;rozn34@gloria-jeans.ru;г.Краснодар, ул.Гоголя 78/88
17;м-н Москва Лига;;Центральный регион;00000010001281411;10:00;22:00;2004-01-28 00:00:00.000;NULL;Закрыт;8(495)744-01-37;;rozn701@gloria-jeans.ru;г. Химки, Ленинградское шоссе, д.5
20;м-н Москва Рамстор Подольск;;Центральный регион;00000010001342706;09:00;22:00;2004-04-29 00:00:00.000;NULL;Закрыт;8(495)975-87-99;;rozn702@gloria-jeans.ru;г.Москва ул.Большая Серпуховская 45
43;м-н Аксай Новый;0000651;Южный регион;00005550001953166;09:00;20:00;2006-05-07 00:00:00.000;UTC +03:00;Закрыт;8(86350)5-40-41;1023;rozn51@gloria-jeans.ru;г.Аксай, ул. Ленина 18
44;м-н Туапсе;0000652;Южный регион;00005550000026607;09:00;20:00;2006-07-15 00:00:00.000;UTC +03:00;Закрыт;8(86167)2-35-43;1293;rozn52@gloria-jeans.ru;г.Туапсе, ул. Маршала Жукова д.12/8
45;м-н Волгоград Отрада;0000653;Южный регион;00005550000066924;10:00;21:00;2006-08-12 00:00:00.000;UTC +03:00;Закрыт;8(8442)79-42-55;1052;rozn53@gloria-jeans.ru;г. Волгоград ул. Николая Отрады д.1
53;м-н Ставрополь ВЛКСМ;0000655;Южный регион;00005550000121964;10:00;20:00;2006-11-25 00:00:00.000;UTC +03:00;Закрыт;8(8652)72-46-41;1273;rozn55@gloria-jeans.ru;г.Ставрополь, ул. 50 лет ВЛКСМ 16/6
48;м-н Краснодар Пять Звезд;0000657;Южный регион;00005550000121965;10:00;21:00;2006-10-08 00:00:00.000;UTC +03:00;Закрыт;8-928-163-08-43;1328;rozn57@gloria-jeans.ru;г.Краснодар, пр. Чекистов 36
51;м-н Краснодар Северный;0000656;Южный регион;00005550000121966;09:00;20:00;2006-11-10 00:00:00.000;UTC +03:00;Закрыт;8(8612)54-27-01;1329;rozn56@gloria-jeans.ru;г.Краснодар, ул. Северная 389
50;м-н Ростов Западный Перекресток;0000654;Южный регион;00005550000121967;10:00;22:00;2006-10-20 00:00:00.000;UTC +03:00;Закрыт;8(863)224-44-74;1237;rozn54@gloria-jeans.ru;г. Ростов-на-Дону, пр. Коммунистический 32
28;м-н Таганрог Гоголевский;0000638;Южный регион;00005550001505868;09:00;20:00;2005-07-09 00:00:00.000;UTC +03:00;Закрыт;+7-8634-61-26-45;1280;rozn38@gloria-jeans.ru;г. Таганрог, пер. Гоголевский, 29
29;м-н Анапа;0000639;Южный регион;00005550001523969;09:00;21:00;2005-08-06 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1025;rozn39@gloria-jeans.ru; г.Анапа, ул. Крымская 182
35;м-н Ростов Садовая;0000646;Южный регион;00005550001543194;10:00;22:00;2005-12-03 00:00:00.000;UTC +03:00;Закрыт;+7-863-240-43-93;1239;rozn46@gloria-jeans.ru;г. Ростов-на-Дону, ул.  Б.Садовая, 52/56
31;м-н Новочеркасск Московская;0000640;Южный регион;00005550001543195;09:00;21:00;2005-09-13 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1418;rozn40@gloria-jeans.ru;г. Новочеркасск, ул. Московская, 10/20
32;м-н Каменск-Шахтинский К. Маркса;0000643;Южный регион;00005550001543197;09:00;19:00;2005-10-09 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1312;rozn43@gloria-jeans.ru;г. Каменск-Шахтинский, пр. Карла-Маркса, 68
30;м-н Москва Реал-Братеево;;Центральный регион;00005550001543198;10:00;22:00;2005-09-04 00:00:00.000;NULL;Закрыт;+7-499-271-04-21;;rozn707@gloria-jeans.ru;г. Москва, ул. Братеево, 53/96
62;м-н Томск Ленина;;Сибирь;00005550002019020;10:00;21:00;2007-03-01 00:00:00.000;NULL;Закрыт;+7-3822-51-09-61;;rozn71@gloria-jeans.ru;г. Томск, пр. Ленина, 82 А
63;м-н Орел Комсомольская;0000673;Центральный регион;00005550002023263;09:00;21:00;2007-03-07 00:00:00.000;UTC +03:00;Закрыт;+7-4862-59-12-64;1219;rozn73@gloria-jeans.ru;г. Орел, ул. Комсомольская, д.78
67;м-н Москва Пражский (экс.);;Центральный регион;00005550002023264;10:00;22:00;2007-04-18 00:00:00.000;NULL;Закрыт;8(495)721-82-27;;rozn711@gloria-jeans.ru;г. Москва, ул. Красного Маяка, д.2
64;м-н Симферополь Пионерская;;Украина;00005550002033431;09:00;19:00;2007-03-15 00:00:00.000;NULL;Закрыт;8(1038)0652-27-46-76;;rozn75@gloria-jeans.ru;г. Симферополь, пер. Пионерский 5
65;м-н Казань Декабристов;;Поволжье;00005550002038988;09:00;21:00;2007-03-23 00:00:00.000;NULL;Закрыт;+7-843-562-19-89;;rozn74@gloria-jeans.ru;г.Казань, ул. Декабристов, д.131
68;м-н Набережные Челны Торговый квартал;;Поволжье;00005550002089917;09:00;22:00;2007-04-20 00:00:00.000;NULL;Закрыт;+7-8552-44-67-12;;rozn79@gloria-jeans.ru;г.Набережные Челны, пр. Мира 3
66;м-н Новосибирск Советская;;Сибирь;00005550002089918;10:00;21:00;2007-03-30 00:00:00.000;NULL;Закрыт;8(383) 222-00-80;;rozn76@gloria-jeans.ru;г.Новосибирск, ул. Советская 18
70;м-н Ярославль ТЦ Ярославский Вернисаж;;Центральный регион;00005550002089919;10:00;22:00;2007-04-27 00:00:00.000;NULL;Закрыт;8(4852)58-39-72;1443;rozn82@gloria-jeans.ru;п.Нагорный, Дорожная улица, д.6А
71;м-н Воронеж Московский;0000677;Центральный регион;00005550002102222;10:00;22:00;2007-05-04 00:00:00.000;UTC +03:00;Закрыт;8(4732)69-55-08;1061;rozn77@gloria-jeans.ru;г. Воронеж, пр. Московский д.129/1
69;м-н Омск Хмельницкого;;Сибирь;00005550002123337;10:00;21:00;2007-04-27 00:00:00.000;NULL;Закрыт;8(3812)36-10-10;;rozn80@gloria-jeans.ru; г.Омск, ул. Богдана Хмельницкого, д.214
72;м-н Тюмень Республики Тульская;;Урал;00005550002123338;10:00;21:00;2007-05-15 00:00:00.000;NULL;Закрыт;+7-3452-54-61-25;;rozn81@gloria-jeans.ru; г.Тюмень, ул. Республики 171/3
74;м-н Тюмень Гудвин;;Урал;00005550002151539;10:00;22:00;2007-05-23 00:00:00.000;NULL;Закрыт;8(3452)79-07-38;;rozn83@gloria-jeans.ru;г.Тюмень, ул. Максима Горького, д.70, ТЦ Гудвин
98;м-н Волгоград ТЦ Реал;0000685;Южный регион;00005550002162209;10:00;21:00;2007-11-02 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1053;rozn85@gloria-jeans.ru;г. Волгоград, ул. Историческая 175, ТЦ РЕАЛ
106;м-н Липецк Реал;0000684;Центральный регион;00005550002162210;10:00;21:00;2007-12-07 00:00:00.000;UTC +03:00;Закрыт;+7-4742-45-05-41;1346;rozn84@gloria-jeans.ru;г. Липецк, ул. Героя России Эдуарда Белана 26, ТЦ РЕАЛ
75;м-н Тула Первомайская;;Центральный регион;00005550002164912;09:00;21:00;2007-06-20 00:00:00.000;NULL;Закрыт;8(4872)70-05-38;;rozn712@gloria-jeans.ru;г. Тула, ул. Первомайская, 10
79;м-н С.-Петербург Радуга;;Северо-Западный регион;00005550002181558;10:00;22:00;2007-08-05 00:00:00.000;NULL;Закрыт;8(812)36-32-265;;rozn86@gloria-jeans.ru;г.С.-Петербург, квартал 4 Московкий р-н (пр. Космонавтов)
76;м-н Красноярск АЛПИ Мате Залки;;Сибирь;00005550002181559;10:00;21:00;2007-07-20 00:00:00.000;NULL;Закрыт;8(3912)73-70-23;1591;rozn88@gloria-jeans.ru;г.Красноярск, ул. Мате Залки 5
77;м-н Москва Ступино;;Центральный регион;00005550002181560;09:00;21:00;2007-07-28 00:00:00.000;NULL;Закрыт;+7-926-294-89-26;;rozn713@gloria-jeans.ru;Московская обл., г.Ступино, ул. Андропова д.65
87;м-н Омск Кристалл;;Сибирь;00005550002186090;10:00;20:00;2007-09-28 00:00:00.000;NULL;Закрыт;8 (3812) 269337;;rozn89@gloria-jeans.ru;г.Омск, ТЦ Кристалл, пр.Мира, 19
82;м-н Москва Партизанская;;Центральный регион;00005550002186091;10:00;22:00;2007-08-31 00:00:00.000;NULL;Закрыт;+7-926-240-47-42;;rozn715@gloria-jeans.ru;г.Москва, Измайловский проспект, 71
80;м-н Магнитогорск Гостиный Двор;;Урал;00005550002186093;10:00;21:00;2007-08-10 00:00:00.000;NULL;Закрыт;8(3519)35-36-62;;rozn90@gloria-jeans.ru;г.Магнитогорск, К.Маркса, 153, ТЦ Гостиный Двор
78;м-н Омск Провиант;;Сибирь;00005550002186095;10:00;21:00;2007-07-31 00:00:00.000;NULL;Закрыт;8(3812)533-799;;rozn87@gloria-jeans.ru;г.Омск, ул.К.Маркса, 10
84;м-н Орехово-Зуево ТЦ Капитолий;;Центральный регион;00005550002195138;09:00;22:00;2007-09-07 00:00:00.000;NULL;Закрыт;+7-495-660-75-81;;rozn716@gloria-jeans.ru;г.Орехово-Зуево, ул. Я.Флиера, д. 4
81;м-н С.-Петербург Южный Полюс;0000691;Северо-Западный регион;00005550002229061;10:00;22:00;2007-08-25 00:00:00.000;NULL;Закрыт;8(812)4481611;;rozn91@gloria-jeans.ru;г.С.-Петербург, ул.Пражская, 48/50
85;м-н Курск Манеж;0000692;Центральный регион;00005550002229062;10:00;22:00;2007-09-15 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1340;rozn92@gloria-jeans.ru;г.Курск, ул.Щепкина, 4б
83;м-н Смоленск Детский Мир;;Центральный регион;00005550002230957;09:00;20:00;2007-08-31 00:00:00.000;NULL;Закрыт;8(4812)32-88-94;;rozn717@gloria-jeans.ru;г. Смоленск, пр. Гагарина д.1
86;м-н Красноярск Высотная;;Сибирь;00005550002252146;10:00;21:00;2007-09-28 00:00:00.000;NULL;Закрыт;8(3912)461-233;;rozn93@gloria-jeans.ru;г. Красноярск, ул. Высотная д.2 ж
93;м-н Москва Дежнева;;Центральный регион;00005550002255415;10:00;21:00;2007-10-16 00:00:00.000;NULL;Закрыт;8(499)186-15-31;;rozn718@gloria-jeans.ru;г.Москва, проезд Дежнева, д.29 корп.1
119;м-н Бор ТЦ Зеркало;;Центральный регион;00005550002299476;10:00;21:00;2008-02-02 00:00:00.000;NULL;Закрыт;8(831)59-76-223;;rozn733@gloria-jeans.ru;г. Бор, ул. Ленина, 113
105;м-н Николаев ТРК Сити Центр;0000734;Украина;00005550002307143;09:30;21:00;2007-11-28 00:00:00.000;UTC +03:00;Закрыт;8(10380512)58-28-13;;rozn734@gloria-jeans.ru;г. Николаев, пр. Ленина, 96
107;м-н Самара ТРЦ Московский;;Поволжье;00005550002307149;10:00;22:00;2007-12-11 00:00:00.000;NULL;Закрыт;8(846)341-66-50;;rozn736@gloria-jeans.ru;г.Самара, Кировский р-н, 18км, Московское ш., 25б
111;м-н Самара ТЦ Опера;;Поволжье;00005550002307150;10:00;21:00;2007-12-22 00:00:00.000;UTC +04:00;Закрыт;8(846)339-06-64;;rozn735@gloria-jeans.ru;г.Самара, ул.Ленинградская, 64
115;м-н Ужгород Корятовича;0000737;Украина;00005550002307153;10:00;19:00;2007-12-29 00:00:00.000;UTC +03:00;Закрыт;8(1038)031- 261-30-4;;Rozn737@gloria-jeans.ru;г.Ужгород, ул.Корятовича, 41
140;м-н Коломна ТЦ Рио;;Центральный регион;00005550002312748;10:00;22:00;2008-06-27 00:00:00.000;NULL;Закрыт;+7-496-616-98-25;;rozn741@gloria-jeans.ru;г.Коломна, ул.Октябрьской революции, 26 квартал
171;м-н С.-Петербург Нарвский Универмаг;;Северо-Западный регион;00005550002612382;09:00;21:00;2008-07-10 00:00:00.000;NULL;Закрыт;8(812)327-17-46;;rozn799@gloria-jeans.ru;г.Санкт-Петербург, Ленинский пр. 138/5
174;м-н Псков ТРЦ Пик-60 13+;;Северо-Западный регион;00005550002612488;10:00;21:00;2008-07-17 00:00:00.000;NULL;Закрыт;8(8112) 70-10-03;;rozn801@gloria-jeans.ru;г.Псков, ул.Юбилейная 68
172;м-н Мариуполь Металлургов;0000800;Украина;00005550002613610;09:00;21:00;2008-06-30 00:00:00.000;UTC +03:00;Закрыт;8(1038)0629-41-11-35;;rozn800@gloria-jeans.ru;г.Мариуполь, пр.Металлургов 112
176;м-н Донецк Амстор Землянская;0000804;Украина;00005550002619165;09:00;21:00;2008-07-12 00:00:00.000;UTC +03:00;Закрыт;8-1038-062-389-22-19;;rozn804@gloria-jeans.ru;г.Донецк, ул.Землянская 10б
180;м-н Новороссийск Советов;0000808;Южный регион;00005550002619166;09:00;21:00;2008-07-15 00:00:00.000;UTC +03:00;Закрыт;8(8617)64-44-67;1411;rozn808@gloria-jeans.ru;г.Новороссийск, ул. Советов 11
178;м-н Николаев АМСТОР Лазурная;0000806;Украина;00005550002619167;09:00;21:00;2008-07-12 00:00:00.000;UTC +03:00;Закрыт;8(1038)0512-58-66-46;;rozn806@gloria-jeans.ru;г.Николаев-1, ул.Лазурная 17
177;м-н Запорожье Амстор Советская;0000805;Украина;00005550002619169;09:00;21:00;2008-07-13 00:00:00.000;UTC +03:00;Закрыт;8(1038)061-289-92-70;;rozn805@gloria-jeans.ru;г.Запорожье, ул.Советская 13
175;м-н Саров ТЦ Плаза;;Центральный регион;00005550002619170;10:00;21:00;2008-07-11 00:00:00.000;NULL;Закрыт;+7-83130-9-13-66;;rozn803@gloria-jeans.ru;г.Саров, ул.Московская 5, стр 1
149;м-н Оренбург ТЦ Ликос;0000771;Поволжье;00005550002969460;10:00;22:00;2008-04-04 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1222;rozn771@gloria-jeans.ru;г.Оренбург, ул.Новая 4
175;м-н Саров ТЦ Плаза;0000803;Центральный регион;00005550002872574;10:00;21:00;2008-07-11 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1264;rozn803@gloria-jeans.ru;г.Саров, ул.Московская 5, стр 1
179;м-н Уфа ТЦ Звездный;0000807;Поволжье;00005550002872575;10:00;21:00;2008-07-18 00:00:00.000;UTC +05:00;Закрыт;8(3472)79-93-07;1426;rozn807@gloria-jeans.ru;г.Уфа, ул.Королева 14
109;м-н Уфа Революционная;0000746;Поволжье;00005550002872576;10:00;20:00;2007-12-21 00:00:00.000;UTC +05:00;Закрыт;8(3472)92-70-80;1425;rozn746@gloria-jeans.ru;г.Уфа, ул.Революционная, 34
34;м-н Казань Мега;0000644;Поволжье;00005550002873272;10:00;22:00;2005-11-18 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1094;rozn44@gloria-jeans.ru;г. Казань,  Пр. Победы, 141
36;м-н Казань Тандем экс.;0000645;Поволжье;00005550002873328;10:00;22:00;2005-12-10 00:00:00.000;UTC +03:00;Закрыт;8(843)518-85-80;;rozn45@gloria-jeans.ru;г. Казань, пр. Ибрагимова, 56
65;м-н Казань Декабристов;0000674;Поволжье;00005550002873329;09:00;20:00;2007-03-23 00:00:00.000;UTC +03:00;Закрыт;8(843)5621989;1093;rozn74@gloria-jeans.ru;г.Казань, ул. Декабристов, д.131
68;м-н Набережные Челны Торговый квартал;0000679;Поволжье;00005550002874637;09:00;22:00;2007-04-20 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1384;rozn79@gloria-jeans.ru;г.Набережные Челны, просп. Мира 3
194;м-н Набережные Челны ТЦ Эссен;0000822;Поволжье;00005550002874638;09:00;21:00;2008-09-04 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1385;rozn822@gloria-jeans.ru;г.Набережные Челны, пр.Яшьлек 14
74;м-н Тюмень Гудвин;0000683;Урал;00005550002879786;10:00;22:00;2007-05-23 00:00:00.000;UTC +05:00;Закрыт;8(3452)79-07-38;1295;rozn83@gloria-jeans.ru;г.Тюмень, ул. Максима Горького, д.70, ТЦ Гудвин
72;м-н Тюмень Республики Тульская;0000681;Урал;00005550002880362;10:00;21:00;2007-05-15 00:00:00.000;UTC +05:00;Закрыт;8(3452)546-125;1298;rozn81@gloria-jeans.ru; г.Тюмень, ул. Республики 171/3
127;м-н Иркутск Урицкого;0000764;Сибирь;00005550002884148;10:00;20:00;2008-03-07 00:00:00.000;UTC +08:00;Закрыт;8(3952) 550-698;1092;rozn764@gloria-jeans.ru;г.Иркутск, ул.Урицкого 11б
59;м-н Нижний Новгород Коминтерна;0000667;Центральный регион;00005550002884150;09:00;21:00;2006-12-28 00:00:00.000;UTC +03:00;Закрыт;+7-831-273-13-44;1392;rozn67@gloria-jeans.ru;г.Нижний Новгород, ул. Коминтерна 174
119;м-н Бор ТЦ Зеркало;0000733;Центральный регион;00005550002884151;10:00;21:00;2008-02-02 00:00:00.000;UTC +03:00;Закрыт;8(831)59-76-223;1042;rozn733@gloria-jeans.ru;г. Бор, ул. Ленина, 113
190;м-н Нижний Новгород Покровская;0000818;Центральный регион;00005550002884152;10:00;21:00;2008-07-28 00:00:00.000;UTC +03:00;Закрыт;8(831)433-10-27;1394;rozn818@gloria-jeans.ru;г.Нижний Новгород, ул.Большая Покровская 25А
